ID HPO,Nombre total,Pourcentage,Libellé,Nombre de gene associés,4 premiers Genes,Tous les Genes,Nombre de présence dans les maladies,1 premiers maladies associés,Toutes les maladies associés
HP:0003186,4,0.0107860320884%,Inverted nipples,4,PMM2 | ALG9 | PIGT | PEX3 ,PMM2 | ALG9 | PIGT | PEX3 ,7,Syndrome de Turner par anomalies de structure du chromosome X ...,Syndrome de Turner par anomalies de structure du chromosome X | Syndrome CDG-RFT1 | Disomie uniparentale maternelle du chromosome X | Monosomie X en mosaïque | Syndrome de Turner | Monosomie X | Syndrome de déficience intellectuelle-épilepsie-macrocéphalie-obésité 
HP:0003187,6,0.0161790481327%,Breast hypoplasia,6,TWIST2 | PROKR2 | ANOS1 | FGFR1 ...,TWIST2 | PROKR2 | ANOS1 | FGFR1 | CHD7 | TP63 ,9,Syndrome de résistance aux récepteurs des oestrogènes ...,Syndrome de résistance aux récepteurs des oestrogènes | Syndrome d'hypogonadisme hypergonadotrope primaire-alopécie partielle | Syndrome de Kallmann | Hypogonadisme hypogonadotrope congénital sans anosmie | Syndrome d'ablépharie-macrostomie | Syndrome d'hypogonadisme hypogonadotrope-rétinite pigmentaire | Syndrome du chromosome 12 en anneau | Syndrome de Sheehan | Syndrome ADULT 
HP:0009124,3,0.00808952406633%,Abnormal adipose tissue morphology,3,ALMS1 | PORCN | VDR ,ALMS1 | PORCN | VDR ,5,Syndrome d'Alström ...,Syndrome d'Alström | Hypoplasie dermique en aires | Rachitisme hypocalcémique résistant à la vitamine D | Adénolipomatose symétrique à prédominance cervicale | Maladie de Nasu-Hakola 
HP:0003189,12,0.0323580962653%,Long nose,12,SOX18 | SOX11 | THOC6 | JAG1 ...,SOX18 | SOX11 | THOC6 | JAG1 | ACTB | XRCC4 | NOTCH2 | KAT6B | FGFR2 | PIEZO2 | NBN | RNU4ATAC ,14,Syndrome de paraplégie-déficience intellectuelle-hyperkératose ...,Syndrome de paraplégie-déficience intellectuelle-hyperkératose | Syndrome de déficience intellectuelle liée à l'X-acromégalie-hyperactivité | Syndrome de microdélétion 16p11.2p12.2 | Ostéodysplasie familiale type Anderson | Syndrome de blépharophimosis-déficience intellectuelle type SBBYS | Syndrome d'hydrocéphalie-implantation basse de l'ombilic | Syndrome de déficience intellectuelle liée à l'X-hypotonie-dysmorphie faciale-comportement agressif | Syndrome d'Alagille | Syndrome de face plate-microstomie-anomalie de l'oreille | Nanisme microcéphalique ostéodysplasique primordial types I et III | Syndrome de Hennekam-Beemer | Syndrome du faciès acromégaloïde | Syndrome de Harrod | Syndrome de Baraitser-Winter cérébrofrontofacial 
HP:0004406,3,0.00808952406633%,"Spontaneous, recurrent epistaxis",3,ENG | GDF2 | ACVRL1 ,ENG | GDF2 | ACVRL1 ,1,Hémophilie B ,Hémophilie B 
HP:0003443,3,0.00808952406633%,Decreased size of nerve terminals,3,SCN4A | LRP4 | LAMB2 ,SCN4A | LRP4 | LAMB2 ,2,Syndromes myasthéniques congénitaux synaptiques ...,Syndromes myasthéniques congénitaux synaptiques | Syndromes myasthéniques congénitaux post-synaptiques 
HP:0002763,2,0.00539301604422%,Abnormal cartilage morphology,2,FGFR1 | KRAS ,FGFR1 | KRAS ,3,Maladie d'Ollier ...,Maladie d'Ollier | Lipomatose encéphalo-crânio-cutanée | Dysplasie létale Kniest-like 
HP:0002761,8,0.0215720641769%,Generalized joint laxity,8,PROKR2 | ANOS1 | FGFR3 | FGFR1 ...,PROKR2 | ANOS1 | FGFR3 | FGFR1 | PLOD1 | CHD7 | CHST14 | SERPINH1 ,11,Déficience intellectuelle sévère et paraplégie spastique progressive ...,"Déficience intellectuelle sévère et paraplégie spastique progressive | Syndrome d'Ehlers-Danlos type cyphoscoliotique | Anétodermie familiale | Cutis laxa autosomique récessive type 2 classique | Dysspondyloenchondromatose | Hypogonadisme hypogonadotrope congénital sans anosmie | Syndrome 49,XYYYY | Monosomie distale 15q | Syndrome de myopathie mitochondriale-ataxie cérébelleuse-rétinopathie pigmentaire | Syndrome de la peau ridée | Syndrome de De Barsy "
HP:0011979,7,0.0188755561548%,Elevated urinary dopamine,7,FH | RET | SDHC | SDHAF2 ...,FH | RET | SDHC | SDHAF2 | VHL | SDHB | SDHD ,3,Phéochromocytome/paragangliome sécrétant sporadique ...,Phéochromocytome/paragangliome sécrétant sporadique | Paragangliome non sécrétant | Phéochromocytome-paragangliome héréditaire 
HP:0002764,2,0.00539301604422%,Stippled chondral calcification,2,PEX2 | PEX5 ,PEX2 | PEX5 ,0,,
HP:0003445,1,0.00269650802211%,EMG: neuropathic changes,1,ATP7A ,ATP7A ,11,Syndrome de paraplégie spastique-maladie de Paget ...,Syndrome de paraplégie spastique-maladie de Paget | Ataxie spinocérébelleuse type 25 | Maladie de Charcot-Marie-Tooth autosomique dominante type 2F | Ataxie spinocérébelleuse autosomique récessive lentement progressive de l'enfant | Polyradiculonévrite avec gammopathie monoclonale IgG/IgA/IgM sans activité anticorps connue | Paraplégie spastique autosomique récessive type 74 | Polyradiculonévrite démyélinisante inflammatoire aiguë | Syndrome de myopathie à inclusions-maladie de Paget-démence fronto-temporale | Ataxie cérébelleuse progressive liée à l'X | Dystrophie musculaire des ceintures autosomique récessive type 2L | Syndrome de myoclonie-ataxie cérébelleuse-surdité 
HP:0003362,2,0.00539301604422%,Increased VLDL cholesterol concentration,2,LCAT | UBR1 ,LCAT | UBR1 ,0,,
HP:0003363,2,0.00539301604422%,Abdominal situs inversus,2,ACTG2 | ZIC3 ,ACTG2 | ZIC3 ,8,Syndrome de Wolf-Hirschhorn ...,Syndrome de Wolf-Hirschhorn | Syndrome de Hallermann-Streiff | Atrésie du côlon | Fusion des vertèbres progressive non infectieuse | Syndrome d'Alport | Syndrome du QT long familial | Syndrome des côtes courtes-polydactylie | Myopathie viscérale familiale 
HP:0002582,1,0.00269650802211%,Chronic atrophic gastritis,1,KRAS ,KRAS ,3,Polyendocrinopathie auto-immune type 4 ...,Polyendocrinopathie auto-immune type 4 | Polyendocrinopathie auto-immune type 3 | Cap polypose 
HP:0008458,1,0.00269650802211%,Progressive congenital scoliosis,1,PLOD1 ,PLOD1 ,0,,
HP:0003162,5,0.0134825401106%,Fasting hypoglycemia,5,HNF1A | SLC1A1 | H19 | HNF4A ...,HNF1A | SLC1A1 | H19 | HNF4A | INSR ,7,Syndrome d'insulino-résistance type B ...,Syndrome d'insulino-résistance type B | Déficit en carnitine-acylcarnitine translocase | Hypoglycémie hyperinsulinémique persistante de l'adulte non-insulinome | Hyperinsulinisme par déficit en HNF1A | Syndrome hypoglycémique auto-immun | Hyperinsulinisme par déficit en HNF4A | Syndrome de cataracte-insuffisance somatotrope-neuropathie sensorielle-surdité neurosensorielle-dysplasie squelettique 
HP:0003163,1,0.00269650802211%,Elevated urinary delta-aminolevulinic acid,1,FAH ,FAH ,0,,
HP:0008451,1,0.00269650802211%,Posterior vertebral hypoplasia,1,FLNA ,FLNA ,1,Dysplasie fronto-métaphysaire ,Dysplasie fronto-métaphysaire 
HP:0008456,1,0.00269650802211%,C2-C3 subluxation,1,FLNB ,FLNB ,0,,
HP:0003164,4,0.0107860320884%,Hypothalamic gonadotropin-releasing hormone deficiency,4,PROKR2 | ANOS1 | FGFR1 | CHD7 ,PROKR2 | ANOS1 | FGFR1 | CHD7 ,2,Syndrome de Kallmann ...,Syndrome de Kallmann | Syndrome d'hypogonadisme hypogonadotrope-rétinite pigmentaire 
HP:0003165,10,0.0269650802211%,Elevated circulating parathyroid hormone level,10,CDC73 | CDKN1B | GNAS-AS1 | GCM2 ...,CDC73 | CDKN1B | GNAS-AS1 | GCM2 | PHEX | GNAS | CASR | CYP27B1 | STX16 | VDR ,14,Pseudohypoparathyroïdie type 1A ...,Pseudohypoparathyroïdie type 1A | Hyperplasie primaire de la parathyroïde | Adénome parathyroïdien familial | Néoplasie endocrinienne multiple type 1 | Néoplasie endocrinienne multiple type 4 | Syndrome de Zollinger-Ellison | Pseudohypoparathyroïdie type 2 | Syndrome de Sagliker | Hyperparathyroïdie isolée familiale | Pseudohypoparathyroïdie type 1C | Acrodysostose avec résistance aux multiples hormones | Syndrome d'hyperparathyroïdie-tumeur mandibulaire | Carcinome parathyroidien | Pseudohypoparathyroïdie type 1B 
HP:0005830,2,0.00539301604422%,Flexion contracture of toe,2,HSPG2 | AMER1 ,HSPG2 | AMER1 ,6,Syndrome de Schwartz-Jampel ...,Syndrome de Schwartz-Jampel | Sclérodermie localisée | Paraplégie spastique autosomique récessive type 18 | Epidermolyse bulleuse dystrophique | Syndrome d'Urban-Rogers-Meyer | Paraplégie spastique autosomique récessive type 45 
HP:0008936,10,0.0269650802211%,Muscular hypotonia of the trunk,10,TREX1 | RAB18 | WDR73 | MRPS22 ...,TREX1 | RAB18 | WDR73 | MRPS22 | OCLN | NEXMIF | PIGA | ARX | PIK3R2 | RAB3GAP2 ,10,Syndrome DEND ...,Syndrome DEND | Dyskinésie familiale avec myokymie faciale | Dystonie dopa-sensible par déficit en sépiaptérine réductase | Syndrome de Weissenbacher-Zweymuller | Déficit du transport vésiculaire cérébral de la dopamine et de la sérotonine | Dyskinésie généralisée à début infantile avec atteinte orofaciale | Syndrome de paraplégie spastique-retard de développement sévère-épilepsie | Dystonie-parkinsonisme infantile | COG4-CDG | Convulsions sensibles au phosphate de pyridoxal 
HP:0011401,1,0.00269650802211%,Delayed peripheral myelination,1,ASXL1 ,ASXL1 ,1,Syndrome de paraplégie spastique-retard de développement sévère-épilepsie ,Syndrome de paraplégie spastique-retard de développement sévère-épilepsie 
HP:0011405,1,0.00269650802211%,Childhood onset short-limb short stature,1,FGFR3 ,FGFR3 ,1,Hypochondroplasie ,Hypochondroplasie 
HP:0002344,5,0.0134825401106%,Progressive neurologic deterioration,5,HNF1A | CTNS | HNF4A | GBA ...,HNF1A | CTNS | HNF4A | GBA | RRM2B ,10,Myopathie distale de l'adulte due à des mutations de VCP ...,Myopathie distale de l'adulte due à des mutations de VCP | Syndrome de déficience intellectuelle liée à l'X-hypogammaglobulinémie-détérioration neurologique progressive | Hyperinsulinisme autosomique dominant par déficit en Kir6.2 | Hypoglycémie hyperinsulinémique persistante de l'adulte non-insulinome | Hyperinsulinisme autosomique dominant par déficit en SUR1 | Syndrome d'athérosclérose-surdité-épilepsie-diabète-néphropathie | Hyperinsulinisme par déficit en UCP2 | Pinéoblastome | Hyperinsulinisme par déficit en HNF1A | Hyperinsulinisme par déficit en HNF4A 
HP:0011157,1,0.00269650802211%,Focal sensory seizure,1,KCNA1 ,KCNA1 ,1,Dyskinésie paroxystique kinésigénique ,Dyskinésie paroxystique kinésigénique 
HP:0002878,24,0.0647161925307%,Respiratory failure,24,SCN4A | LRP4 | PTEN | COX7B ...,SCN4A | LRP4 | PTEN | COX7B | PSAP | FLNA | FAM20C | LAMB3 | NEK1 | COX10 | SARS2 | ERBB3 | HRAS | TMEM70 | LAMC2 | BCS1L | CPT2 | MTM1 | SLC2A10 | INVS | BSCL2 | PEX6 | NBN | RNU4ATAC ,34,Ataxie spinocérébelleuse type 1 ...,"Ataxie spinocérébelleuse type 1 | Encéphalo-cardio-myopathie mitochondriale associée à TMEM70 | Syndrome d'Ulbright-Hodes | Syndrome d'imperforation de l'oropharynx-anomalies costovertébrales | Dystrophie musculaire congénitale d'Ullrich | Déficit en protéine trifonctionnelle mitochondriale | Sclérose latérale amyotrophique | Maladie veino-occlusive hépatique | Syndrome de microtie-anomalies squelettiques-petite taille | Myopathie centronucléaire | Myopathie congénitale sévère à némaline | Neuromyélite optique | Syndrome de tortuosité artérielle | Dystrophie musculaire des ceintures autosomique dominante type 1A | Intoxication au mercure | Myopathie à multi-minicores avec ophtalmoplégie externe | Dysplasie osseuse ostéosclérotique létale | Dystrophie musculaire tibiale | Microphtalmie avec défauts linéaires cutanés | Syndromes myasthéniques congénitaux post-synaptiques | Déplétion de l'ADN mitochondrial, forme myopathique | Epidermolyse bulleuse jonctionnelle généralisée sévère | Papulose atrophiante maligne | Syndrome radio-rénal | Syndrome de surdité-lymphoedème-leucémie | Syndrome d'ophtalmoplégie externe progressive-myopathie-émaciation | Nanisme microcéphalique ostéodysplasique primordial types I et III | Syndrome neurodégénératif sévère avec lipodystrophie | Syndrome de dysplasie thoracique-hydrocéphalie | Syndrome de Nijmegen | Syndrome oculo-cérébro-facial type Kaufman | Syndrome de RIDDLE | Dystrophie musculaire congénitale type 1A | Myopathie némaline intermédiaire "
HP:0002340,1,0.00269650802211%,Caudate atrophy,1,BSCL2 ,BSCL2 ,3,Maladie de Huntington-like 2 ...,Maladie de Huntington-like 2 | Maladie de Huntington-like 3 | Syndrome neurodégénératif sévère avec lipodystrophie 
HP:0002343,2,0.00539301604422%,Normal pressure hydrocephalus,2,ERCC8 | ERCC6 ,ERCC8 | ERCC6 ,0,,
HP:0002342,15,0.0404476203317%,"Intellectual disability, moderate",15,RTTN | EGF | RPGRIP1L | SMOC1 ...,RTTN | EGF | RPGRIP1L | SMOC1 | CNNM2 | FGFR2 | FGFR3 | INPP5E | TMEM70 | SLC3A1 | HPRT1 | EBP | KCNJ10 | TMEM67 | CC2D2A ,53,Syndrome d'hypomyélinisation-cataracte congénitale ...,Syndrome d'hypomyélinisation-cataracte congénitale | Encéphalo-cardio-myopathie mitochondriale associée à TMEM70 | Ataxie cérébelleuse congénitale autosomique récessive par déficit en CWF19L1 | Microphtalmie avec anomalie des membres | Ataxie cérébelleuse autosomique récessive par déficit en ubiquinone | Syndrome de microduplication 7q11.23 | Syndrome de déficience intellectuelle liée à l'X-cubitus valgus-dysmorphie | Syndrome de Saethre-Chotzen | Syndrome de Wiedemann-Rautenstrauch | Syndrome de Joubert avec atteinte hépatique | Ataxie spinocérébelleuse type 35 | Syndrome de surdité-déficience intellectuelle type Martin-Probst | Trisomie 8 en mosaïque | Syndrome de Gómez-López-Hernández | Syndrome de déficience intellectuelle liée à l'X-hypogammaglobulinémie-détérioration neurologique progressive | Syndrome EAST | Syndrome de Pitt-Hopkins | Syndrome de microdélétion 16p11.2p12.2 | Syndrome branchiosquelettogénital | Syndrome d'arthrogrypose-épilepsie-trouble du spectre de l'autisme | Déficience intellectuelle liée à l'X type Shashi | Syndrome d'obésité infantile d'installation rapide-dysfonctionnement hypothalamique-hypoventilation-dysautonomie | Syndrome d'aniridie-déficience intellectuelle | Déficience intellectuelle liée à l'X type Cabezas | Syndrome d'Aicardi | Syndrome de parésie spastique-puberté précoce | Trisomie distale 5q | Syndrome de myopathie-diabète sucré | Syndrome de duplication Xp22.13p22.2 | Syndrome de déficience intellectuelle liée à l'X-plagiocéphalie | Hypomagnésémie primaire familiale avec normocalciurie et normocalcémie | Déficience intellectuelle liée à l'X type Stevenson | Syndrome de trigonocéphalie-petite taille-retard de croissance | Syndrome de dégénérescence spinocérébelleuse-dystrophie cornéenne | Syndrome de craniosynostose-hydrocéphalie-malformation d'Arnold-Chiari type I-synostose radio-ulnaire | Syndrome de Weaver-Williams | Syndrome SCARF | Syndrome de Moebius-neuropathie axonale-hypogonadisme hypogonadotrope | Syndrome de Gardner | Syndrome de microdélétion 2p21 | Déficience intellectuelle liée à l'X type Najm | Syndrome de Fried | Oxycéphalie isolée | Syndrome de dysplasie frontonasale-alopécie-anomalies génitales | Syndrome de microdélétion 16q24.3 | Déficience intellectuelle liée à l'X type Turner | Syndrome de microdélétion 2p15p16.1 | Syndrome de l'X fragile | Déficience intellectuelle liée à l'X syndromique type 7 | Syndrome d'anomalie des membres-micrognathie | Déficience intellectuelle liée à l'X type Armfield | Syndrome de déficience intellectuelle liée à l'X-macrocéphalie-macroorchidie | Syndrome de Lesch-Nyhan 
HP:0000187,5,0.0134825401106%,Broad alveolar ridges,5,OFD1 | DIS3L2 | ARX | DHCR7 ...,OFD1 | DIS3L2 | ARX | DHCR7 | ASXL1 ,6,Syndrome oro-facio-digital type 1 ...,Syndrome oro-facio-digital type 1 | Syndrome de petite taille-os wormiens-dextrocardie | Dysplasie oculo-dento-digitale | Syndrome de Perlman | Syndrome des ptérygiums multiples-hyperthermie maligne | Mucolipidose type II 
HP:0009879,4,0.0107860320884%,Cortical gyral simplification,4,DCHS1 | TRAIP | KIF14 | XRCC4 ,DCHS1 | TRAIP | KIF14 | XRCC4 ,3,Syndrome de microduplication 7q11.23 ...,Syndrome de microduplication 7q11.23 | Nanisme primordial microcéphalique par déficit en ZNF335 | Hypoplasie pontocérébelleuse type 10 
HP:0002165,2,0.00539301604422%,Pterygium of nails,2,NHP2 | DKC1 ,NHP2 | DKC1 ,0,,
HP:0002164,26,0.0701092085749%,Nail dysplasia,26,CTC1 | LRP4 | ITGA6 | TBC1D24 ...,CTC1 | LRP4 | ITGA6 | TBC1D24 | FLNA | ITGB4 | ROR2 | ZMPSTE24 | WNT7A | LAMB3 | NECTIN1 | EVC | EVC2 | LMNA | LAMC2 | PORCN | INSR | BMP4 | MBTPS2 | NHP2 | WNT5A | TP63 | KCTD1 | RIPK4 | GLI3 | GPC3 ,16,Microphtalmie avec anomalies cérébrales et des mains ...,"Microphtalmie avec anomalies cérébrales et des mains | Dysgénésie gonadique mixte 45,X/46,XY | Dysplasie spondylo-épimétaphysaire avec luxations multiples | Syndrome de pectus excavatum-macrocéphalie-dysplasie unguéale | Progéria | Brachydactylie type A5 | Syndrome limb-mammary | Syndrome de Pallister-Hall | Syndrome d'Ellis-Van Creveld | Dysplasie ectodermique hidrotique | Phocomélie type Schinzel | Dysplasie spondylo-épiphysaire type Cantu | Syndrome de Simpson-Golabi-Behmel | Dysplasie ectodermique hidrotique type Halal | Maladie de Refsum | Syndrome de microdélétion 19q13.11 "
HP:0002167,44,0.118646352973%,Neurological speech impairment,44,IFT27 | CEP290 | PTEN | WDPCP ...,IFT27 | CEP290 | PTEN | WDPCP | SDCCAG8 | NPHP1 | FH | RAI1 | IFT172 | NIPBL | MKKS | BBS10 | BBS12 | HDAC8 | NECTIN1 | TRIM32 | GBA | MKS1 | PNPLA6 | NAA10 | SRCAP | GCDH | TFAP2A | EYA1 | CPT1A | BBIP1 | UPB1 | KCNJ10 | SMC1A | TTC8 | SLC26A4 | POMT1 | BCOR | LZTFL1 | BBS5 | CCDC22 | ARL6 | VHL | GPC3 | BBS9 | BBS1 | BBS2 | BBS4 | BBS7 ,133,"Syndrome 48,XXYY ...","Syndrome 48,XXYY | Syndrome de pseudohypertrophie musculaire-hypothyroïdie | Syndrome d'ataxie-pancytopénie | Syndrome de Bannayan-Riley-Ruvalcaba | Syndrome de Bardet-Biedl | Aspartylglucosaminurie | Syndrome d'ataxie cérébelleuse-hypogonadisme | Dysplasie hémato-diaphysaire de Ghosal | Syndrome d'albinisme-surdité | Syndrome d'alopécie-déficit immunitaire | Syndrome de surdité-anomalies génitales-synostoses métacarpiennes et métatarsiennes | Maladie des inclusions intranucléaires neuronales | Syndrome de surdité-diverticulose-neuropathie | Ataxie spinocérébelleuse type 37 | Syndrome de Schwartz-Jampel | Syndrome de Fountain | Dysplasie acromésomélique type Hunter-Thompson | Ataxie par déficit en vitamine E | Trisomie 20p | Galactosémie | Lipomatose encéphalo-crânio-cutanée | Neurodégénérescence associée à un déficit en pantothénate kinase, forme atypique | Ataxie cérébelleuse congénitale autosomique récessive par déficit en GRID2 | Syndrome de Freeman-Sheldon | Syndrome cardio-facio-cutané | Ataxie-télangiectasie | Trisomie 13 | Syndrome muscle-oeil-cerveau | Déficience intellectuelle type Buenos-Aires | Céroïde-lipofuscinose neuronale juvénile | Maladie de surcharge en acide sialique libre | Démence sémantique | Syndrome de déficience intellectuelle liée à l'X-hypoplasie cérébelleuse | Méningiome | Syndrome de Sjögren-Larsson | Déficit en acyl-CoA oxydase | Embryopathie au toluène | Syndrome de Coffin-Lowry | Syndrome d'Angelman | Anémie sidéroblastique liée à l'X et ataxie spinocérébelleuse | Ataxie spinocérébelleuse type 40 | Syndrome branchio-oculo-facial | Freezing progressif primaire de la marche | Ataxie cérébelleuse congénitale autosomique récessive par déficit en STUB1 | Syndrome de Worster-Drought | Acidémie méthylmalonique résistante à la vitamine B12 | Syndrome de rubéole congénitale | Maladie de Niemann-Pick type C | Tyrosinémie type 2 | Syndrome de délétion 1p36 | Syndrome de Cohen | Syndrome de Sturge-Weber | Paraplégie spastique autosomique récessive type 18 | Syndrome de Zlotogora-Ogur | Déficit en carnitine palmitoyltransférase 1A | Déficience intellectuelle liée à l'X type Cabezas | Neuropathie axonale infantile | Syndrome de Floating-Harbor | Amyotrophie névralgique | Syndrome de surdité-dysplasie épiphysaire-petite taille | Syndrome de paraplégie spastique-néphropathie-surdité | Syndrome d'ataxie-surdité-déficience intellectuelle | Mouvements anormaux psychogènes | Maladie de von Hippel-Lindau | Agénésie isolée du cervelet | Syndrome de Lynch | Neurodégénérescence associée à un déficit en pantothénate kinase | Syndrome d'hypoglossie-hypodactylie | Maladie de Camurati-Engelmann | Syndrome de Cornelia de Lange | Syndrome de Smith-Magenis | Syndrome de synostose radio-cubitale-retard de développement-hypotonie | Maladie de Huntington-like 3 | Syndrome de dysplasie ectodermique-cécité | Syndrome d'aniridie-ataxie cérébelleuse-déficience intellectuelle | Dyskinésie non kinésigénique paroxystique | Trisomie Xq28 | DDOST-CDG | Syndrome de German | Ichtyose récessive liée à l'X | Syndrome de Stormorken-Sjaastad-Langslet | Syndrome de Williams | Argininémie | Xanthomatose cérébrotendineuse | Syndrome d'alpha-thalassémie-déficience intellectuelle associée au chromosome 16 | Syndrome de Marinesco-Sjögren | Syndrome marfanoïde avec déficience intellectuelle liée à l'X | Maladie d'Alexander | Syndrome de surdité-lymphoedème-leucémie | Syndrome de mégalocornée-déficience intellectuelle | Syndrome de microcéphalie-surdité-déficience intellectuelle | Migraine hémiplégique familiale ou sporadique | Macrogyrie centrale bilatérale | Neurofibromatose type 1 | Syndrome de Simpson-Golabi-Behmel | Hyperactivité de la phosphoribosylpyrophosphate synthétase | Syndrome de Dyggve-Melchior-Clausen | Syndrome de cheveux laineux-hypotrichose-lèvres éversées-oreilles décollées | Epilepsie pyridoxino-dépendante | Syndrome de microduplication 22q11.2 | Syndrome d'atrophie olivopontocérébelleuse-surdité | Céroïde-lipofuscinose neuronale | Syndrome de Noonan | Leucodystrophie métachromatique | Déficit en glutaryl-CoA déshydrogénase | Syndrome de Pendred | Ataxie spinocérébelleuse type 34 | Parkinsonisme par intoxication au cyanure | Syndrome de Beckwith-Wiedemann | Maladie de Pelizaeus-Merzbacher | Sialidose type 1 | Syndrome oto-facio-cervical | Déficit isolé en glycérol kinase | Syndrome SHORT | Syndrome d'ataxie cérébelleuse-dysplasie ectodermique | Syndrome de microcéphalie-fusions des vertèbres cervicales | Syndrome de déficience intellectuelle-retard de développement-contractures | Artérite de Takayasu | MELAS | Ataxie cérébelleuse congénitale autosomique récessive par déficit en MGLUR1 | Syndrome 3C | Microphtalmie type Lenz | Syndrome de l'X fragile | Syndrome de dysmorphie faciale-scrotum en châle-hyperlaxité ligamentaire | Chorée-acanthocytose | Syndrome de parkinsonisme précoce-déficience intellectuelle | Syndrome de Goldenhar | Syndrome de paraplégie spastique-lésions cutanées faciales | Syndrome de myoclonie-atrophie musculaire distale | Syndrome d'ichtyose-hépatosplénomégalie-dégénérescence cérébelleuse | Maladie de Nasu-Hakola | Rhumatisme articulaire aigu | Achondroplasie "
