#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Abnormal cadiomyocyte dystrophin staining	Human Phenotype Ontology	C4531184	HP:0031339		04 Apr 2018	Finding
Abnormal calcification of the carpal bones	Human Phenotype Ontology	C1968592	HP:0009164		16 Feb 2016	Finding
Abnormal capillary morphology	Human Phenotype Ontology	C4293698	HP:0025016		02 Apr 2017	Finding
Abnormal capillary physiology	Human Phenotype Ontology	C4293697	HP:0025018		02 Apr 2017	Finding
Abnormal cardiac atrial physiology	Human Phenotype Ontology	C4476779	HP:0025443		04 Apr 2018	Finding
Abnormal cardiac axis	Clinical Cytogenomics Laboratory,Center for Precision Diagnostics, University of Washington	CN241074			31 Mar 2017	Finding
Abnormal cardiac biomarker test	Human Phenotype Ontology	C4477079	HP:0500020		04 Apr 2018	Finding
Abnormal cardiac catheterization	Human Phenotype Ontology	C0740321	HP:0500017		04 Apr 2018	Finding
Abnormal cardiac exercise stress test	Human Phenotype Ontology	C4477077	HP:0500018		04 Apr 2018	Finding
Abnormal cardiac MRI	Human Phenotype Ontology	C4477076	HP:0500016		04 Apr 2018	Finding
Abnormal cardiac test	Human Phenotype Ontology	C4477075	HP:0500015		04 Apr 2018	Finding
Abnormal cardiac ventricle morphology	Human Phenotype Ontology	C4025752	HP:0001713		04 Apr 2018	Finding
Abnormal cardiac ventricular function	Human Phenotype Ontology	C4280733	HP:0030872		02 Apr 2017	Finding
Abnormal cardiomyocyte connexin43 staining	Human Phenotype Ontology	C4531186	HP:0031337		04 Apr 2018	Finding
Abnormal cardiomyocyte mitochondrial morphology	Human Phenotype Ontology	C4531188	HP:0031335		04 Apr 2018	Finding
Abnormal cardiomyocyte morphology	Human Phenotype Ontology	C4531192	HP:0031331		04 Apr 2018	Finding
Abnormal cardiomyocyte plakoglobin staining	Human Phenotype Ontology	C4531185	HP:0031338		04 Apr 2018	Finding
Abnormal carotid artery morphology	Human Phenotype Ontology	C4025211	HP:0005344		04 Apr 2018	Finding
Abnormal cartilage collagen	Human Phenotype Ontology	C4021847	HP:0008271		16 Feb 2016	Finding
Abnormal cartilage matrix	Human Phenotype Ontology	C4024721	HP:0008178		16 Feb 2016	Finding
Abnormal cartilage morphology	Human Phenotype Ontology	C4025680	HP:0002763		16 Feb 2016	Finding
Abnormal CD25 upregulation upon TCR activation	Human Phenotype Ontology	C4531235	HP:0031269		04 Apr 2018	Finding
Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count	Human Phenotype Ontology	C4021859	HP:0030335		16 Feb 2016	Finding
Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	Human Phenotype Ontology	C4022502	HP:0030334		16 Feb 2016	Finding
Abnormal CD4:CD8 ratio	Human Phenotype Ontology	C4531154	HP:0031394		04 Apr 2018	Finding
Abnormal CD69 upregulation upon TCR activation	Human Phenotype Ontology	C4531237	HP:0031267		04 Apr 2018	Finding
Abnormal celiac artery morphology	Human Phenotype Ontology	C4022954	HP:0012326		04 Apr 2018	Finding
Abnormal cell morphology	Human Phenotype Ontology	C4476793	HP:0025461		04 Apr 2018	Finding
Abnormal cell proliferation	Human Phenotype Ontology	C4531170	HP:0031377		04 Apr 2018	Finding
Abnormal cell-free DNA aneuploidy screen results	Clinical Cytogenomics Laboratory,Center for Precision Diagnostics, University of Washington	CN239049			10 Nov 2016	Finding
Abnormal cellular phenotype	Human Phenotype Ontology	C4476724	HP:0025354		02 Apr 2017	Finding
Abnormal cellular physiology	Human Phenotype Ontology	C4476794	HP:0025462		04 Apr 2018	Finding
Abnormal central microtubular pair morphology of respiratory motile cilia	Human Phenotype Ontology	C4022985	HP:0012260		16 Feb 2016	Finding
Abnormal central response of multifocal electroretinogram	Human Phenotype Ontology	C4072978	HP:0030488		16 Feb 2016	Finding
Abnormal cerebral artery morphology	Human Phenotype Ontology	C4021520	HP:0009145		04 Apr 2018	Finding
Abnormal cerumen color	Human Phenotype Ontology	C4280768	HP:0030790		02 Apr 2017	Finding
Abnormal cervical curvature	Human Phenotype Ontology	C3151523	HP:0005905		16 Feb 2016	Finding
Abnormal cervical myelogram	Human Phenotype Ontology	C4025135	HP:0005788		16 Feb 2016	Finding
Abnormal cholesterol homeostasis	Human Phenotype Ontology	C1843372	HP:0003464		16 Feb 2016	Finding
abnormal chromosomal and genetic finding on antenatal screening of mother	Laboratory of Genetics and Genomics,Cincinnati Children's Hospital Medical Center				18 Jan 2019	Finding
Abnormal chromosome morphology	Human Phenotype Ontology	C4531140	HP:0031411		04 Apr 2018	Finding
Abnormal ciliary motility	Human Phenotype Ontology	C4022983	HP:0012262		16 Feb 2016	Finding
Abnormal circulating aldosterone	Human Phenotype Ontology	C0857898	HP:0040085		16 Feb 2016	Finding
Abnormal circulating androgen level	Human Phenotype Ontology	C4072892	HP:0030347		16 Feb 2016	Finding
Abnormal circulating beta globulin level	Human Phenotype Ontology	C4476797	HP:0025465		04 Apr 2018	Finding
Abnormal circulating beta-C-terminal telopeptide level	Human Phenotype Ontology	C4531130	HP:0031424		04 Apr 2018	Finding
Abnormal circulating creatinine level	Human Phenotype Ontology	C4021101	HP:0012100		16 Feb 2016	Finding
Abnormal circulating deoxycorticosterone level	Human Phenotype Ontology	C4477025	HP:0031186		04 Apr 2018	Finding
Abnormal circulating estrogen level	Human Phenotype Ontology	C4476605	HP:0025132		02 Apr 2017	Finding
Abnormal circulating follicle-stimulating hormone level	Human Phenotype Ontology	C4072891	HP:0030346		16 Feb 2016	Finding
Abnormal circulating free fatty acid level	Human Phenotype Ontology	C4477038	HP:0040300		04 Apr 2018	Finding
Abnormal circulating gonadotropin level	Human Phenotype Ontology	C4072886	HP:0030338		16 Feb 2016	Finding
Abnormal circulating hyaluronic acid concentration	Human Phenotype Ontology	C4531276	HP:0031210		04 Apr 2018	Finding
Abnormal circulating inhibin level	Human Phenotype Ontology	C4477101	HP:0031099		04 Apr 2018	Finding
Abnormal circulating insulin level	Human Phenotype Ontology	C4073161	HP:0040215		02 Apr 2017	Finding
Abnormal circulating luteinizing hormone level	Human Phenotype Ontology	C0580438	HP:0030345		16 Feb 2016	Finding
Abnormal circulating osteocalcin level	Human Phenotype Ontology	C4531127	HP:0031427		04 Apr 2018	Finding
Abnormal circulating progesterone level	Human Phenotype Ontology	C4531274	HP:0031212		04 Apr 2018	Finding
Abnormal circulating properdin level	Human Phenotype Ontology	C4531218	HP:0031300		04 Apr 2018	Finding
Abnormal circulating renin	Human Phenotype Ontology	C4021038	HP:0040084		16 Feb 2016	Finding
Abnormal circulating thyroglobulin level	Human Phenotype Ontology	C4476804	HP:0025483		04 Apr 2018	Finding
Abnormal circulating thyroxine level	Human Phenotype Ontology	C4531080	HP:0031505		04 Apr 2018	Finding
Abnormal class-switched memory B cell count	Human Phenotype Ontology	C4072924	HP:0030386		16 Feb 2016	Finding
Abnormal CNS myelination	Human Phenotype Ontology	C4021152	HP:0011400		16 Feb 2016	Finding
Abnormal concentration of calcium in blood	Human Phenotype Ontology	C4022450	HP:0040077		16 Feb 2016	Finding
Abnormal confrontational visual field test	Human Phenotype Ontology	C4073061	HP:0030589		16 Feb 2016	Finding
Abnormal conjugate eye movement	Human Phenotype Ontology	C1845274	HP:0000549		16 Feb 2016	Finding
Abnormal connection of the cardiac segments	Human Phenotype Ontology	C4023306	HP:0011545		16 Feb 2016	Finding
Abnormal consumption behavior	Human Phenotype Ontology	C4073150	HP:0040202		02 Apr 2017	Finding
Abnormal coronary artery course	Human Phenotype Ontology	C0345122	HP:0011686		16 Feb 2016	Finding
Abnormal coronary artery morphology	Human Phenotype Ontology	C4531298	HP:0006704		04 Apr 2018	Finding
Abnormal coronary artery physiology	Human Phenotype Ontology	C4476812	HP:0025496		04 Apr 2018	Finding
Abnormal coronary sinus morphology	Human Phenotype Ontology	C0344680	HP:0011642		04 Apr 2018	Finding
Abnormal cortical bone morphology	Human Phenotype Ontology	C4021741	HP:0003103		16 Feb 2016	Finding
Abnormal cortical gyration	Human Phenotype Ontology	C1856019	HP:0002536		16 Feb 2016	Finding
Abnormal cry	Human Phenotype Ontology	C0235939	HP:0025429		04 Apr 2018	Finding
Abnormal CSF amyloid level	Human Phenotype Ontology	C4280740	HP:0030860		02 Apr 2017	Finding
Abnormal CSF biopterin level	Human Phenotype Ontology	C4073155	HP:0040207		02 Apr 2017	Finding
Abnormal CSF dopamine level	Human Phenotype Ontology	C4022802	HP:0012654		16 Feb 2016	Finding
Abnormal CSF lactate level	Human Phenotype Ontology	C4022656	HP:0030085		16 Feb 2016	Finding
Abnormal CSF metabolite level	Human Phenotype Ontology	C4476787	HP:0025454		04 Apr 2018	Finding
Abnormal CSF neopterin level	Human Phenotype Ontology	C4073151	HP:0040203		02 Apr 2017	Finding
Abnormal CSF protein level	Human Phenotype Ontology	C4476789	HP:0025456		04 Apr 2018	Finding
Abnormal CSF/serum albumin ratio	Human Phenotype Ontology	C4476894	HP:0030981		04 Apr 2018	Finding
Abnormal cutaneous collagen fibril morphology	Human Phenotype Ontology	C4531073	HP:0031512		04 Apr 2018	Finding
Abnormal cutaneous elastic fiber morphology	Human Phenotype Ontology	C4476582	HP:0025082		02 Apr 2017	Finding
Abnormal cytokine signaling	Human Phenotype Ontology	C4531145	HP:0031406		04 Apr 2018	Finding
Abnormal dark-adapted bright flash electroretinogram	Human Phenotype Ontology	C4072960	HP:0030470		16 Feb 2016	Finding
Abnormal dark-adapted dim flash electroretinogram	Human Phenotype Ontology	C4072961	HP:0030471		16 Feb 2016	Finding
Abnormal dark-adapted electroretinogram	Human Phenotype Ontology	C4072959	HP:0030469		16 Feb 2016	Finding
Abnormal delayed hypersensitivity skin test	Human Phenotype Ontology	C1833172	HP:0002963		16 Feb 2016	Finding
Abnormal delivery	Human Phenotype Ontology	C0549629	HP:0001787		16 Feb 2016	Finding
Abnormal dense granule content	Human Phenotype Ontology	C4021839	HP:0012529		16 Feb 2016	Finding
Abnormal dense granules	Human Phenotype Ontology	C4022885	HP:0012484		16 Feb 2016	Finding
Abnormal dense tubular system	Human Phenotype Ontology	C4022881	HP:0012491		16 Feb 2016	Finding
Abnormal dermatoglyphics	Human Phenotype Ontology	C0432333	HP:0007477		16 Feb 2016	Finding
Abnormal dermoepidermal junction morphology	Human Phenotype Ontology	C4531058	HP:0031538		04 Apr 2018	Finding
Abnormal diaphysis morphology	Human Phenotype Ontology	C4021787	HP:0000940		16 Feb 2016	Finding
Abnormal direction of ventricular apex	Human Phenotype Ontology	C4023275	HP:0011600		16 Feb 2016	Finding
Abnormal distribution of CD56 bright/dim natural killer cells	Human Phenotype Ontology	C4531141	HP:0031410		04 Apr 2018	Finding
Abnormal distribution of cell junction proteins in buccal mucosal cells	Human Phenotype Ontology	C4477067	HP:0410023		04 Apr 2018	Finding
Abnormal distribution of retinal arterioles and venules	Human Phenotype Ontology	C3277463	HP:0007815		16 Feb 2016	Finding
Abnormal DLCO	Human Phenotype Ontology	C4073173	HP:0045049		16 Feb 2016	Finding
Abnormal double-negative alpha-beta regulatory T cell distribution	Human Phenotype Ontology	C4531150	HP:0031399		04 Apr 2018	Finding
Abnormal drinking behavior	Human Phenotype Ontology	C4022657	HP:0030082		16 Feb 2016	Finding
Abnormal ears	Clinical Cytogenomics Laboratory,Center for Precision Diagnostics, University of Washington				19 Jul 2018	Finding
Abnormal eating behavior	Human Phenotype Ontology	C4021982	HP:0100738		16 Feb 2016	Finding
Abnormal echocardiogram	Human Phenotype Ontology	C0476369	HP:0003116		16 Feb 2016	Finding
Abnormal ejaculation	Human Phenotype Ontology	C2937350	HP:0012875		16 Feb 2016	Finding
Abnormal EKG	Human Phenotype Ontology	C0522055	HP:0003115		16 Feb 2016	Finding
Abnormal elasticity of skin	Human Phenotype Ontology	C4023760	HP:0010647		16 Feb 2016	Finding
Abnormal electrooculogram	Human Phenotype Ontology	C0159104	HP:0030454		16 Feb 2016	Finding
Abnormal electrophysiology of sinoatrial node origin	Human Phenotype Ontology	C4023222	HP:0011702		16 Feb 2016	Finding
Abnormal electroretinogram	Human Phenotype Ontology	C0476397	HP:0000512		16 Feb 2016	Finding
Abnormal emotion/affect behavior	Human Phenotype Ontology	C4020949	HP:0100851		16 Feb 2016	Finding
Abnormal enchondral ossification	Human Phenotype Ontology	C4025628	HP:0003336		16 Feb 2016	Finding
Abnormal endocrine morphology	Human Phenotype Ontology	C4476950	HP:0031071		04 Apr 2018	Finding
Abnormal endocrine physiology	Human Phenotype Ontology	C4476951	HP:0031072		04 Apr 2018	Finding
Abnormal energy expenditure	Human Phenotype Ontology	C4022949	HP:0012338		16 Feb 2016	Finding
Abnormal enzyme/coenzyme activity	Human Phenotype Ontology	C4022922	HP:0012379		16 Feb 2016	Finding
Abnormal epiphyseal ossification	Human Phenotype Ontology	C4021246	HP:0010656		16 Feb 2016	Finding
Abnormal erythrocyte enzyme activity	Human Phenotype Ontology	C4022545	HP:0030272		16 Feb 2016	Finding
Abnormal erythrocyte sedimentation rate	Human Phenotype Ontology	C0438217	HP:0025021		02 Apr 2017	Finding
Abnormal erythrocyte volume	Human Phenotype Ontology	C0476321	HP:0025065		02 Apr 2017	Finding
Abnormal Estermann grid perimetry test	Human Phenotype Ontology	C4073071	HP:0030599		16 Feb 2016	Finding
Abnormal external genitalia	Human Phenotype Ontology	C4025825	HP:0000811		16 Feb 2016	Finding
Abnormal eye morphology	Human Phenotype Ontology	C4022925	HP:0012372		16 Feb 2016	Finding
Abnormal eye physiology	Human Phenotype Ontology	C4022924	HP:0012373		16 Feb 2016	Finding
Abnormal eyebrow morphology	Human Phenotype Ontology	C4011556	HP:0000534		04 Apr 2018	Finding
Abnormal facial artery morphology	Human Phenotype Ontology	C4073233	HP:3000024		04 Apr 2018	Finding
Abnormal facial expression	Human Phenotype Ontology	C4025209	HP:0005346		16 Feb 2016	Finding
Abnormal facial shape	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0424503			16 Feb 2016	Finding
Abnormal facial shape	Human Phenotype Ontology	C0424503	HP:0001999		16 Feb 2016	Finding
Abnormal facial vein morphology	Human Phenotype Ontology	C4073251	HP:3000043		04 Apr 2018	Finding
Abnormal facility in opposing the shoulders	Human Phenotype Ontology	C1861517	HP:0005259		16 Feb 2016	Finding
Abnormal factor VIII activity	Human Phenotype Ontology	C4476889	HP:0030976		04 Apr 2018	Finding
Abnormal fear/anxiety-related behavior	Human Phenotype Ontology	C4018849	HP:0100852		16 Feb 2016	Finding
Abnormal feces	Laboratory of Genetics and Genomics,Cincinnati Children's Hospital Medical Center				18 Jan 2019	Finding
Abnormal female reproductive system physiology	Human Phenotype Ontology	C4022678	HP:0030012		16 Feb 2016	Finding
Abnormal femoral torsion	Human Phenotype Ontology	C4476948	HP:0031069		04 Apr 2018	Finding
Abnormal finger flexion creases	Human Phenotype Ontology	C1859481	HP:0006143		16 Feb 2016	Finding
Abnormal flash visual evoked potentials	Human Phenotype Ontology	C4024772	HP:0007928		16 Feb 2016	Finding
Abnormal flow cytometry test rest	Human Phenotype Ontology	C4531050	HP:0031550		04 Apr 2018	Finding
Abnormal foot bone ossification	Human Phenotype Ontology	C4021241	HP:0010675		16 Feb 2016	Finding
Abnormal foot position	Clinical Cytogenomics Laboratory,Center for Precision Diagnostics, University of Washington	CN241075			31 Mar 2017	Finding
Abnormal form of the vertebral bodies	Human Phenotype Ontology	C1839326	HP:0003312		16 Feb 2016	Finding
Abnormal foveal morphology	Human Phenotype Ontology	C4025849	HP:0000493		04 Apr 2018	Finding
Abnormal foveal morphology on macular OCT	Human Phenotype Ontology	C4073083	HP:0030613		16 Feb 2016	Finding
Abnormal foveal pit on macular OCT	Human Phenotype Ontology	C4073092	HP:0030622		16 Feb 2016	Finding
Abnormal fucosylation of O-linked protein glycosylation	Human Phenotype Ontology	C4022932	HP:0012359		16 Feb 2016	Finding
Abnormal fucosylation of protein N-linked glycosylation	Human Phenotype Ontology	C4022939	HP:0012352		16 Feb 2016	Finding
Abnormal full-field electroretinogram	Human Phenotype Ontology	C4072956	HP:0030466		16 Feb 2016	Finding
Abnormal fundus autofluorescence imaging	Human Phenotype Ontology	C4073073	HP:0030602		16 Feb 2016	Finding
Abnormal fundus fluorescein angiography	Human Phenotype Ontology	C4073074	HP:0030604		16 Feb 2016	Finding
Abnormal gallbladder morphology	Human Phenotype Ontology	C4022904	HP:0012437		16 Feb 2016	Finding
Abnormal gallbladder physiology	Human Phenotype Ontology	C4022903	HP:0012438		16 Feb 2016	Finding
Abnormal gastrointestinal motility	Human Phenotype Ontology	C2749202	HP:0030895		02 Apr 2017	Finding
Abnormal gastrointestinal transit time	Human Phenotype Ontology	C4293682	HP:0030896		02 Apr 2017	Finding
Abnormal genital pigmentation	Human Phenotype Ontology	C4022965	HP:0012293		16 Feb 2016	Finding
Abnormal germ cell morphology	Human Phenotype Ontology	C4022704	HP:0012862		16 Feb 2016	Finding
Abnormal globe morphology	Human Phenotype Ontology	C4022923	HP:0012374		04 Apr 2018	Finding
Abnormal glomerular capillary morphology	Human Phenotype Ontology	C4293706	HP:0025006		02 Apr 2017	Finding
Abnormal glomerular filtration rate	Human Phenotype Ontology	C0854050	HP:0012212		16 Feb 2016	Finding
Abnormal glucagon level	Human Phenotype Ontology	C4073129	HP:0030687		02 Apr 2017	Finding
Abnormal glucose homeostasis	Human Phenotype Ontology	C4023598	HP:0011014		16 Feb 2016	Finding
Abnormal glucose tolerance	Human Phenotype Ontology	C0235401	HP:0001952		16 Feb 2016	Finding
Abnormal glycosylation	Human Phenotype Ontology	C4022946	HP:0012345		16 Feb 2016	Finding
Abnormal glycosylation (CDG IIa)	Developmental Genetics Unit,King Faisal Specialist Hospital & Research Centre	CN228267	08DG-00198		16 Feb 2016	Finding
Abnormal great toe position	Clinical Cytogenomics Laboratory,Center for Precision Diagnostics, University of Washington	CN241076			31 Mar 2017	Finding
Abnormal greater palatine artery morphology	Human Phenotype Ontology	C4073257	HP:3000049		04 Apr 2018	Finding
Abnormal hair laboratory examination	Human Phenotype Ontology	C4025632	HP:0003328		16 Feb 2016	Finding
Abnormal hair pattern	Human Phenotype Ontology	C4023721	HP:0010720		16 Feb 2016	Finding
Abnormal hair quantity	Human Phenotype Ontology	C4023397	HP:0011362		16 Feb 2016	Finding
Abnormal hair whorl	Human Phenotype Ontology	C3280303	HP:0010721		16 Feb 2016	Finding
Abnormal hand bone ossification	Human Phenotype Ontology	C4021244	HP:0010660		16 Feb 2016	Finding
Abnormal hand morphology	Human Phenotype Ontology	C4025109	HP:0005922		16 Feb 2016	Finding
Abnormal Hardy-Rand-Rittler plate test	Human Phenotype Ontology	C4073060	HP:0030587		16 Feb 2016	Finding
Abnormal head movements	Human Phenotype Ontology	C0476217	HP:0002457		16 Feb 2016	Finding
Abnormal heart morphology	Human Phenotype Ontology	C4021866	HP:0001627		02 Apr 2017	Disease
Abnormal heart morphology	Rare Disease Group, Clinical Genetics,Karolinska Institutet	C4021866			02 Apr 2017	Disease
Abnormal heart morphology	Geisinger Autism and Developmental Medicine Institute,Geisinger Health System	C4021866			02 Apr 2017	Disease
